"model" "year" "price" "transmission" "mileage" "fuelType" "tax" "mpg" "engineSize"
"889" " Kuga" 2019 18700 "Manual" 7536 "Diesel" 145 54.3 1.5
"891" " Ka+" 2018 8150 "Manual" 9763 "Petrol" 145 57.7 1.2
"892" " Fiesta" 2018 12700 "Manual" 17299 "Petrol" 145 61.4 1
"902" " Kuga" 2019 17870 "Manual" 6618 "Diesel" 145 45.6 1.5
"903" " Focus" 2019 16640 "Manual" 7864 "Petrol" 145 60.1 1
"904" " Puma" 2020 20991 "Manual" 910 "Petrol" 145 50.4 1
"905" " Fiesta" 2018 9491 "Manual" 19272 "Petrol" 145 64.2 1.1
"906" " Focus" 2018 10700 "Manual" 28313 "Petrol" 145 60.1 1
"907" " B-MAX" 2018 10550 "Manual" 4723 "Petrol" 145 55.4 1
"908" " Focus" 2018 11000 "Manual" 11817 "Petrol" 145 60.1 1
"909" " Focus" 2019 18391 "Automatic" 12821 "Petrol" 145 50.4 1
"913" " Fiesta" 2018 10950 "Manual" 14415 "Petrol" 145 65.7 1
"915" " Focus" 2018 13400 "Manual" 8271 "Petrol" 145 60.1 1
"916" " Ka+" 2018 8000 "Manual" 6334 "Petrol" 145 57.7 1.2
"920" " Fiesta" 2018 9650 "Manual" 29163 "Petrol" 145 65.7 1
"922" " Focus" 2019 16998 "Manual" 15888 "Petrol" 145 60.1 1
"924" " Fiesta" 2018 10498 "Manual" 7654 "Petrol" 150 55.4 1.1
"930" " Focus" 2018 12998 "Manual" 15448 "Petrol" 145 57.7 1
"931" " Focus" 2019 13998 "Manual" 16879 "Petrol" 150 58.9 1
"932" " Fiesta" 2018 12500 "Manual" 33095 "Petrol" 145 65.7 1
"934" " Fiesta" 2018 12500 "Manual" 33268 "Petrol" 145 65.7 1
"935" " Fiesta" 2018 9500 "Manual" 21857 "Petrol" 145 64.2 1.1
"936" " Fiesta" 2018 10000 "Manual" 21763 "Petrol" 145 65.7 1
"940" " Fiesta" 2020 18000 "Manual" 5 "Petrol" 145 55.4 1
"942" " Focus" 2018 11800 "Manual" 17312 "Petrol" 145 60.1 1
"944" " Kuga" 2019 18750 "Manual" 6157 "Diesel" 145 54.3 1.5
"946" " EcoSport" 2018 12500 "Manual" 9963 "Petrol" 145 54.3 1
"947" " Fiesta" 2018 11500 "Manual" 16093 "Petrol" 145 65.7 1
"950" " Kuga" 2019 17750 "Manual" 10785 "Petrol" 145 34.4 1.5
"951" " Kuga" 2019 17500 "Manual" 14154 "Diesel" 145 38.2 2
"952" " EcoSport" 2018 13750 "Manual" 16025 "Petrol" 145 54.3 1
"958" " Focus" 2018 11500 "Manual" 10051 "Petrol" 145 60.1 1
"959" " Focus" 2018 11650 "Manual" 7680 "Petrol" 145 60.1 1
"967" " Fiesta" 2018 11500 "Manual" 23239 "Petrol" 145 65.7 1
"968" " Ka+" 2019 10000 "Manual" 3914 "Petrol" 145 47.9 1.2
"969" " Focus" 2018 12598 "Manual" 22162 "Petrol" 150 57.7 1
"971" " Focus" 2019 16498 "Manual" 14645 "Petrol" 150 60.1 1
"972" " Fiesta" 2018 10998 "Manual" 25642 "Petrol" 145 65.7 1
"976" " Focus" 2019 16498 "Automatic" 5955 "Petrol" 145 51.4 1
"977" " Focus" 2019 18498 "Automatic" 6096 "Diesel" 145 64.2 2
"981" " Fiesta" 2018 11450 "Manual" 15220 "Petrol" 145 65.7 1
"982" " EcoSport" 2018 12850 "Manual" 19225 "Petrol" 145 54.3 1
"983" " Focus" 2019 25500 "Manual" 3011 "Petrol" 145 34.5 2.3
"984" " Focus" 2019 25500 "Manual" 6338 "Petrol" 145 34.5 2.3
"997" " Focus" 2018 13650 "Manual" 13485 "Petrol" 145 57.7 1
"998" " Fiesta" 2018 10850 "Manual" 12946 "Petrol" 145 65.7 1
"999" " Fiesta" 2018 9650 "Manual" 15237 "Petrol" 145 64.2 1.1
"1000" " Fiesta" 2018 9950 "Manual" 9649 "Petrol" 145 64.2 1.1
"1001" " Fiesta" 2018 10000 "Manual" 27843 "Petrol" 145 65.7 1
"1008" " EcoSport" 2018 12698 "Manual" 1370 "Petrol" 145 54.3 1
"1009" " Focus" 2018 13998 "Manual" 12024 "Petrol" 145 58.9 1
"1012" " Fiesta" 2018 9000 "Manual" 9592 "Petrol" 145 64.2 1.1
"1013" " Fiesta" 2018 9000 "Manual" 10945 "Petrol" 145 64.2 1.1
"1014" " Fiesta" 2018 10450 "Manual" 9000 "Petrol" 145 64.2 1.1
"1015" " Fiesta" 2018 10450 "Manual" 20000 "Petrol" 145 65.7 1
"1016" " Fiesta" 2018 10000 "Manual" 8932 "Petrol" 145 65.7 1
"1018" " Fiesta" 2018 10650 "Manual" 11451 "Petrol" 145 65.7 1
"1023" " Focus" 2019 17998 "Automatic" 2676 "Diesel" 145 64.2 2
"1030" " Focus" 2019 15298 "Automatic" 12779 "Petrol" 145 48.7 1
"1031" " Kuga" 2019 19298 "Manual" 11251 "Petrol" 145 39.2 1.5
"1032" " Fiesta" 2018 13495 "Manual" 14000 "Diesel" 145 88.3 1.5
"1036" " EcoSport" 2019 16995 "Semi-Auto" 4401 "Petrol" 150 45.6 1
"1037" " Kuga" 2019 18495 "Manual" 9447 "Diesel" 150 54.3 1.5
"1042" " Kuga" 2018 16998 "Manual" 3713 "Diesel" 145 54.3 1.5
"1044" " Fiesta" 2018 10498 "Manual" 8163 "Petrol" 150 55.4 1.1
"1064" " Focus" 2018 11810 "Manual" 17330 "Petrol" 145 51.4 1.5
"1065" " Ka+" 2019 10600 "Manual" 2179 "Petrol" 145 47.9 1.2
"1066" " Ka+" 2019 10440 "Manual" 1524 "Petrol" 145 47.9 1.2
"1067" " Ka+" 2019 10460 "Manual" 1161 "Petrol" 145 47.9 1.2
"1070" " Kuga" 2018 15891 "Manual" 21651 "Petrol" 145 45.6 1.5
"1071" " Mondeo" 2018 13691 "Manual" 9055 "Diesel" 145 78.5 1.5
"1081" " Fiesta" 2019 10850 "Manual" 14669 "Petrol" 145 58.9 1
"1082" " Ka+" 2018 7500 "Manual" 8879 "Petrol" 145 57.7 1.2
"1087" " Fiesta" 2019 14021 "Automatic" 5489 "Petrol" 145 48.7 1
"1088" " Focus" 2018 16700 "Manual" 7732 "Petrol" 145 60.1 1
"1090" " Ka+" 2018 8095 "Manual" 7933 "Petrol" 145 57.7 1.2
"1091" " Focus" 2018 18797 "Manual" 5946 "Petrol" 145 41.5 2
"1097" " Focus" 2018 13498 "Manual" 18744 "Diesel" 145 74.3 1.5
"1100" " Focus" 2018 12991 "Manual" 15623 "Petrol" 150 57.7 1
"1101" " Fiesta" 2019 12991 "Manual" 13505 "Petrol" 150 58.9 1
"1102" " Fiesta" 2020 15980 "Manual" 2489 "Petrol" 150 55.4 1
"1109" " Fiesta" 2018 10760 "Manual" 12849 "Petrol" 145 58.9 1
"1110" " Fiesta" 2018 11030 "Manual" 20271 "Petrol" 145 65.7 1
"1111" " Fiesta" 2018 10870 "Manual" 19733 "Petrol" 145 65.7 1
"1127" " Focus" 2018 14160 "Manual" 10109 "Petrol" 145 58.9 1
"1128" " Focus" 2018 14300 "Manual" 9713 "Petrol" 145 58.9 1
"1130" " Fiesta" 2018 10120 "Manual" 3665 "Petrol" 145 64.2 1.1
"1138" " Focus" 2018 19700 "Manual" 8022 "Petrol" 145 41.5 2
"1142" " Puma" 2020 20991 "Manual" 5750 "Petrol" 145 49.6 1
"1143" " Kuga" 2019 18691 "Manual" 151 "Diesel" 145 38.2 2
"1145" " EcoSport" 2018 14030 "Manual" 8000 "Petrol" 145 54.3 1
"1146" " Fiesta" 2018 9981 "Manual" 4399 "Petrol" 145 64.2 1.1
"1148" " Ka+" 2018 9291 "Manual" 4191 "Petrol" 145 47.9 1.2
"1152" " Fiesta" 2018 12990 "Manual" 11814 "Petrol" 145 57.7 1
"1153" " Fiesta" 2018 10490 "Manual" 22345 "Petrol" 145 58.9 1
"1154" " Grand C-MAX" 2018 11176 "Manual" 32038 "Diesel" 145 64.2 1.5
"1155" " Focus" 2018 11150 "Manual" 16709 "Petrol" 150 60.1 1
"1161" " EcoSport" 2018 14790 "Semi-Auto" 14487 "Petrol" 145 48.7 1
"1162" " Ka+" 2018 9691 "Manual" 11881 "Petrol" 145 43.5 1.2
"1163" " Puma" 2020 19970 "Manual" 2075 "Petrol" 145 50.4 1
"1165" " Fiesta" 2018 10060 "Manual" 26629 "Petrol" 145 56.5 1
"1166" " Fiesta" 2018 9880 "Manual" 20860 "Petrol" 145 65.7 1
"1167" " Fiesta" 2018 10290 "Manual" 14696 "Petrol" 145 58.9 1
"1168" " Fiesta" 2019 12880 "Manual" 9018 "Petrol" 145 58.9 1
"1173" " EcoSport" 2018 13500 "Manual" 17653 "Petrol" 150 54.3 1
"1175" " EcoSport" 2018 14700 "Manual" 10000 "Petrol" 145 54.3 1
"1178" " Fiesta" 2018 11000 "Manual" 9000 "Petrol" 145 65.7 1
"1179" " Fiesta" 2019 13860 "Manual" 10175 "Petrol" 145 58.9 1
"1180" " Fiesta" 2019 15050 "Manual" 11559 "Petrol" 145 58.9 1
"1181" " Focus" 2019 15470 "Manual" 8724 "Petrol" 145 60.1 1
"1182" " Focus" 2019 15590 "Manual" 11110 "Petrol" 145 60.1 1
"1183" " Focus" 2019 15020 "Manual" 20300 "Petrol" 145 60.1 1
"1184" " Fiesta" 2019 16370 "Automatic" 5206 "Petrol" 145 48.7 1
"1185" " Focus" 2019 17250 "Manual" 17500 "Diesel" 145 62.8 1.5
"1188" " Focus" 2019 15860 "Manual" 12853 "Diesel" 145 74.3 1.5
"1189" " Fiesta" 2019 13000 "Manual" 11233 "Petrol" 145 60.1 1
"1194" " Mondeo" 2018 13491 "Manual" 22976 "Diesel" 145 68.9 2
"1197" " Fiesta" 2018 10498 "Manual" 11421 "Petrol" 145 65.7 1
"1199" " Focus" 2018 14498 "Manual" 13218 "Diesel" 145 80.7 1.5
"1201" " Focus" 2019 16998 "Manual" 15608 "Petrol" 145 60.1 1
"1202" " Fiesta" 2019 13998 "Manual" 9500 "Petrol" 150 56.5 1
"1203" " Fiesta" 2018 10500 "Manual" 18266 "Petrol" 150 65.7 1
"1205" " Kuga" 2018 14280 "Manual" 15331 "Diesel" 145 54.3 2
"1207" " EcoSport" 2019 15998 "Manual" 5846 "Petrol" 150 52.3 1
"1210" " Focus" 2019 16998 "Automatic" 6641 "Diesel" 145 64.2 2
"1217" " Kuga" 2019 19698 "Manual" 95 "Diesel" 145 54.3 1.5
"1224" " Focus" 2019 17530 "Automatic" 7648 "Petrol" 145 47.9 1.5
"1225" " Focus" 2019 16920 "Manual" 4596 "Diesel" 145 61.4 1.5
"1226" " Focus" 2018 13691 "Manual" 12603 "Petrol" 145 58.9 1
"1228" " Fiesta" 2018 12250 "Manual" 8000 "Petrol" 145 65.7 1
"1232" " Fiesta" 2018 11000 "Manual" 8468 "Petrol" 145 65.7 1
"1233" " Fiesta" 2018 10400 "Manual" 18515 "Petrol" 145 65.7 1
"1234" " Fiesta" 2018 14250 "Manual" 24038 "Petrol" 150 60.1 1
"1235" " Mondeo" 2018 13000 "Manual" 42678 "Diesel" 150 62.8 2
"1242" " Fiesta" 2019 11498 "Manual" 9923 "Petrol" 145 58.9 1
"1246" " EcoSport" 2019 16798 "Manual" 1711 "Petrol" 145 51.4 1
"1261" " Fiesta" 2018 10298 "Manual" 17672 "Petrol" 145 65.7 1
"1262" " Mondeo" 2018 15998 "Automatic" 19872 "Petrol" 145 44.8 1.5
"1263" " EcoSport" 2018 13498 "Manual" 12495 "Petrol" 145 54.3 1
"1267" " Focus" 2019 16937 "Manual" 18651 "Diesel" 145 74.3 1.5
"1268" " Focus" 2019 16491 "Automatic" 18512 "Diesel" 145 74.3 1.5
"1269" " Focus" 2019 19000 "Manual" 7124 "Petrol" 145 60.1 1
"1270" " Focus" 2019 19050 "Manual" 4637 "Petrol" 145 60.1 1
"1272" " Fiesta" 2018 10998 "Manual" 25169 "Petrol" 145 56.5 1
"1275" " Focus" 2019 13298 "Manual" 15320 "Petrol" 150 60.1 1
"1276" " Focus" 2019 14798 "Automatic" 12848 "Petrol" 150 50.4 1
"1280" " Fiesta" 2019 16040 "Manual" 1891 "Petrol" 145 58.9 1
"1282" " Focus" 2018 11691 "Manual" 13159 "Petrol" 145 61.4 1
"1283" " Focus" 2019 17050 "Manual" 3891 "Diesel" 145 74.3 1.5
"1285" " Focus" 2018 18998 "Manual" 11339 "Diesel" 145 67.3 2
"1293" " Mondeo" 2019 17998 "Manual" 12584 "Diesel" 150 65.7 2
"1297" " Ka+" 2018 7570 "Manual" 14604 "Petrol" 145 57.7 1.2
"1298" " Focus" 2018 11460 "Manual" 21742 "Petrol" 145 61.4 1
"1299" " Fiesta" 2018 8940 "Manual" 6310 "Petrol" 145 64.2 1.1
"1300" " EcoSport" 2018 12460 "Manual" 22907 "Petrol" 145 54.3 1
"1305" " Focus" 2019 16298 "Manual" 14057 "Petrol" 150 49.6 1
"1306" " Kuga" 2019 19680 "Manual" 15241 "Diesel" 145 47.9 2
"1307" " Ka+" 2018 8591 "Manual" 13319 "Petrol" 145 48.7 1.2
"1308" " Focus" 2019 14490 "Manual" 6384 "Petrol" 145 58.9 1
"1309" " Focus" 2019 14530 "Manual" 4398 "Petrol" 145 58.9 1
"1310" " Focus" 2019 14590 "Manual" 3648 "Petrol" 145 58.9 1
"1318" " Focus" 2018 14891 "Manual" 14115 "Diesel" 145 74.3 1.5
"1319" " Fiesta" 2019 13120 "Manual" 1327 "Petrol" 145 48.7 1.1
"1320" " Focus" 2019 17390 "Manual" 3392 "Petrol" 145 60.1 1
"1321" " Focus" 2019 19070 "Manual" 4165 "Petrol" 145 60.1 1
"1322" " Focus" 2019 17380 "Manual" 4052 "Petrol" 145 60.1 1
"1323" " Focus" 2019 17490 "Manual" 944 "Petrol" 145 60.1 1
"1327" " EcoSport" 2019 16800 "Manual" 4586 "Petrol" 145 51.4 1
"1328" " Kuga" 2019 19491 "Manual" 3114 "Diesel" 145 47.9 2
"1331" " Focus" 2018 14691 "Manual" 16364 "Petrol" 145 57.7 1
"1332" " Ka+" 2019 9790 "Manual" 5588 "Petrol" 145 43.5 1.2
"1333" " Focus" 2019 16090 "Manual" 13696 "Diesel" 145 62.8 1.5
"1335" " Fiesta" 2018 8770 "Manual" 7340 "Petrol" 145 64.2 1.1
"1336" " Fiesta" 2018 12460 "Semi-Auto" 5759 "Petrol" 145 54.3 1
"1337" " Kuga" 2018 13210 "Manual" 10945 "Diesel" 145 64.2 1.5
"1339" " Ka+" 2018 8690 "Manual" 12696 "Petrol" 145 48.7 1.2
"1340" " EcoSport" 2019 15990 "Manual" 2339 "Petrol" 145 53.3 1
"1342" " Fiesta" 2018 10291 "Manual" 8340 "Petrol" 145 65.7 1
"1343" " Focus" 2018 10700 "Manual" 22749 "Petrol" 145 60.1 1
"1345" " Fiesta" 2018 10100 "Manual" 10748 "Petrol" 145 65.7 1
"1346" " Kuga" 2019 23965 "Manual" 3489 "Diesel" 150 37.7 2
"1348" " Ka+" 2018 8191 "Manual" 8001 "Petrol" 150 57.7 1.2
"1349" " Puma" 2020 20991 "Manual" 891 "Petrol" 150 50.4 1
"1350" " Focus" 2020 18991 "Manual" 905 "Petrol" 150 60.1 1
"1352" " Ka+" 2018 7891 "Manual" 12159 "Petrol" 150 57.7 1.2
"1353" " Fiesta" 2018 11200 "Manual" 11550 "Petrol" 150 65.7 1
"1356" " Focus" 2018 12000 "Manual" 18952 "Diesel" 145 74.3 1.5
"1358" " Tourneo Custom" 2018 21948 "Automatic" 26909 "Diesel" 145 31.7 2
"1359" " Tourneo Custom" 2018 21228 "Automatic" 22037 "Diesel" 145 31.7 2
"1360" " Fiesta" 2019 16591 "Manual" 2913 "Petrol" 145 60.1 1
"1361" " Fiesta" 2019 16491 "Manual" 898 "Petrol" 145 60.1 1
"1362" " Focus" 2019 18420 "Manual" 6479 "Diesel" 145 57.6 2
"1363" " Focus" 2019 17900 "Manual" 9504 "Diesel" 145 57.7 1.5
"1364" " Focus" 2019 17350 "Manual" 4539 "Diesel" 145 61.4 1.5
"1365" " Kuga" 2018 17401 "Semi-Auto" 23995 "Diesel" 145 47.9 2
"1377" " Focus" 2018 18520 "Manual" 11958 "Petrol" 145 41.5 2
"1380" " Fiesta" 2019 16150 "Semi-Auto" 1952 "Petrol" 145 48.7 1
"1381" " Focus" 2019 17520 "Manual" 1987 "Petrol" 145 60.1 1
"1382" " Focus" 2019 17000 "Manual" 4920 "Diesel" 145 80.7 1.5
"1383" " Focus" 2019 17520 "Manual" 5000 "Petrol" 145 60.1 1
"1384" " Focus" 2019 17520 "Manual" 3214 "Petrol" 145 60.1 1
"1390" " Puma" 2019 19750 "Manual" 110 "Petrol" 145 50.4 1
"1391" " Fiesta" 2020 15750 "Manual" 52 "Petrol" 145 54.3 1
"1393" " Focus" 2019 16400 "Manual" 8664 "Petrol" 145 60.1 1
"1394" " Kuga" 2019 23200 "Manual" 2017 "Diesel" 145 37.7 2
"1395" " EcoSport" 2019 17700 "Manual" 618 "Petrol" 145 51.4 1
"1396" " Fiesta" 2018 10250 "Manual" 5220 "Petrol" 145 64.2 1.1
"1399" " Focus" 2019 16998 "Manual" 21480 "Petrol" 145 60.1 1
"1400" " Fiesta" 2018 9298 "Manual" 19448 "Petrol" 145 64.2 1.1
"1402" " Focus" 2019 16298 "Automatic" 12029 "Petrol" 145 41.5 1
"1404" " Focus" 2019 16000 "Manual" 6238 "Petrol" 145 60.1 1
"1405" " Fiesta" 2018 9900 "Manual" 14825 "Petrol" 145 64.2 1.1
"1406" " Ka+" 2019 10600 "Manual" 1802 "Petrol" 145 47.9 1.2
"1407" " Kuga" 2019 20590 "Manual" 7580 "Diesel" 145 39.2 2
"1408" " Focus" 2019 19741 "Automatic" 6750 "Diesel" 145 74.3 1.5
"1410" " Focus" 2019 19498 "Automatic" 6621 "Diesel" 145 64.2 2
"1413" " Fiesta" 2018 9720 "Manual" 22038 "Petrol" 145 65.7 1
"1414" " Fiesta" 2018 8691 "Manual" 12251 "Petrol" 145 64.2 1.1
"1419" " Fiesta" 2019 14990 "Manual" 6591 "Petrol" 145 55.4 1
"1424" " Fiesta" 2018 10000 "Manual" 11377 "Petrol" 145 64.2 1.1
"1425" " Fiesta" 2018 14500 "Manual" 5223 "Petrol" 145 58.9 1
"1432" " EcoSport" 2018 11746 "Manual" 9152 "Petrol" 145 54.3 1
"1433" " Fiesta" 2018 12991 "Manual" 21528 "Petrol" 145 61.4 1
"1434" " Fiesta" 2019 15500 "Manual" 4551 "Petrol" 145 60.1 1
"1436" " Focus" 2018 13567 "Manual" 7756 "Diesel" 145 74.3 1.5
"1437" " Focus" 2019 15351 "Manual" 13064 "Petrol" 145 58.9 1
"1438" " Focus" 2019 15151 "Manual" 13591 "Petrol" 145 58.9 1
"1451" " Fiesta" 2018 9491 "Manual" 16517 "Petrol" 145 64.2 1.1
"1452" " Fiesta" 2018 9791 "Manual" 8600 "Petrol" 145 64.2 1.1
"1455" " Fiesta" 2019 12610 "Manual" 13589 "Petrol" 145 56.5 1
"1456" " Ka+" 2019 10500 "Manual" 3081 "Petrol" 145 47.9 1.2
"1458" " Ka+" 2018 8491 "Manual" 3482 "Petrol" 145 57.7 1.2
"1459" " Focus" 2019 19990 "Automatic" 5796 "Diesel" 145 47.9 1.5
"1462" " Focus" 2019 17620 "Automatic" 9014 "Petrol" 145 51.4 1
"1464" " B-MAX" 2018 10660 "Manual" 9065 "Petrol" 145 55.4 1
"1467" " Kuga" 2018 18498 "Manual" 8924 "Diesel" 145 60.1 2
"1479" " Focus" 2019 21350 "Automatic" 2314 "Petrol" 145 39.2 1.5
"1482" " EcoSport" 2018 15200 "Manual" 9892 "Petrol" 145 51.4 1
"1483" " EcoSport" 2018 14500 "Manual" 17252 "Petrol" 145 51.4 1
"1490" " Focus" 2019 19000 "Manual" 3756 "Petrol" 145 60.1 1
"1493" " Ka+" 2018 8521 "Manual" 5570 "Petrol" 145 57.7 1.2
"1496" " Fiesta" 2018 10291 "Manual" 8324 "Petrol" 145 64.2 1.1
"1499" " Fiesta" 2018 11750 "Manual" 13278 "Petrol" 145 62.8 1
"1501" " Fiesta" 2019 15500 "Manual" 5248 "Petrol" 145 56.5 1
"1503" " Kuga" 2018 17998 "Manual" 15575 "Diesel" 145 39.2 2
"1509" " Fiesta" 2018 9200 "Manual" 21000 "Petrol" 145 65.7 1
"1510" " Fiesta" 2018 11900 "Manual" 9080 "Petrol" 145 62.8 1
"1512" " Fiesta" 2018 13830 "Semi-Auto" 12963 "Petrol" 150 54.3 1
"1514" " Fiesta" 2018 10750 "Manual" 5723 "Petrol" 145 65.7 1
"1515" " EcoSport" 2018 13750 "Manual" 12932 "Petrol" 145 54.3 1
"1517" " Puma" 2019 21700 "Manual" 127 "Petrol" 145 50.4 1
"1518" " Fiesta" 2018 10700 "Manual" 3329 "Petrol" 145 65.7 1
"1519" " EcoSport" 2019 16100 "Manual" 5673 "Petrol" 145 52.3 1
"1520" " Fiesta" 2018 10200 "Manual" 12700 "Petrol" 145 64.2 1.1
"1521" " Focus" 2019 15150 "Manual" 9567 "Petrol" 145 58.9 1
"1524" " Kuga" 2018 15991 "Manual" 13701 "Diesel" 145 64.2 1.5
"1525" " Fiesta" 2018 8190 "Manual" 44653 "Petrol" 145 64.2 1.1
"1526" " Focus" 2019 15300 "Manual" 12250 "Petrol" 145 60.1 1
"1527" " Focus" 2019 15590 "Manual" 6 "Petrol" 145 60.1 1
"1534" " Kuga" 2018 15998 "Manual" 4015 "Petrol" 145 45.6 1.5
"1536" " EcoSport" 2019 16998 "Manual" 1091 "Petrol" 145 51.4 1
"1540" " Focus" 2018 17989 "Manual" 19653 "Petrol" 145 41.5 2
"1546" " Ka+" 2018 8311 "Manual" 11128 "Petrol" 145 57.7 1.2
"1547" " Focus" 2018 18760 "Manual" 12935 "Petrol" 145 41.5 2
"1548" " Ka+" 2018 7830 "Manual" 14782 "Petrol" 145 57.7 1.2
"1552" " Focus" 2019 17520 "Manual" 6852 "Petrol" 145 60.1 1
"1560" " Fiesta" 2019 19998 "Manual" 3361 "Petrol" 145 40.3 1.5
"1561" " Fiesta" 2019 14998 "Manual" 4490 "Petrol" 145 60.1 1
"1567" " Kuga" 2018 17998 "Manual" 4226 "Petrol" 145 39.2 1.5
"1568" " Fiesta" 2018 9395 "Manual" 19000 "Petrol" 150 64.2 1.1
"1569" " Fiesta" 2018 10695 "Manual" 8151 "Petrol" 150 58.9 1
"1570" " Focus" 2019 16975 "Manual" 290 "Petrol" 150 60.1 1
"1571" " S-MAX" 2019 24995 "Manual" 8524 "Diesel" 150 54.3 2
"1574" " Fiesta" 2018 10490 "Manual" 25174 "Petrol" 150 65.7 1
"1576" " Focus" 2018 17989 "Manual" 19653 "Petrol" 145 41.5 2
"1582" " Fiesta" 2019 14990 "Semi-Auto" 7350 "Petrol" 145 48.7 1
"1583" " Focus" 2019 17691 "Manual" 11982 "Petrol" 145 49.6 1
"1585" " EcoSport" 2019 16630 "Manual" 3128 "Petrol" 145 51.4 1
"1589" " Focus" 2019 15440 "Manual" 5800 "Petrol" 145 60.1 1
"1595" " Ka+" 2019 8491 "Manual" 17363 "Petrol" 145 47.9 1.2
"1597" " EcoSport" 2018 12570 "Manual" 24479 "Petrol" 145 54.3 1
"1598" " Focus" 2018 10991 "Manual" 14000 "Petrol" 145 60.1 1
"1606" " Focus" 2018 10200 "Manual" 19450 "Petrol" 145 60.1 1
"1609" " Fiesta" 2018 10991 "Manual" 24793 "Petrol" 145 65.7 1
"1613" " Focus" 2019 15400 "Manual" 5068 "Petrol" 145 60.1 1
"1616" " Fiesta" 2018 10540 "Manual" 14435 "Petrol" 145 65.7 1
"1617" " Fiesta" 2018 11245 "Manual" 25622 "Petrol" 145 65.7 1
"1618" " Fiesta" 2018 10695 "Manual" 19428 "Petrol" 145 65.7 1
"1619" " Edge" 2019 33500 "Semi-Auto" 10 "Diesel" 145 37.2 2
"1620" " Focus" 2018 17995 "Manual" 5297 "Diesel" 145 57.7 1.5
"1628" " Fiesta" 2019 15030 "Manual" 401 "Petrol" 145 58.9 1
"1631" " Focus" 2019 16420 "Automatic" 10554 "Petrol" 145 47.9 1.5
"1632" " Focus" 2019 18300 "Automatic" 5800 "Petrol" 145 47.9 1.5
"1634" " Focus" 2019 19980 "Manual" 6966 "Petrol" 145 51.4 1.5
"1637" " Focus" 2019 19117 "Automatic" 2538 "Diesel" 145 64.2 2
"1638" " Focus" 2019 20100 "Manual" 4062 "Diesel" 145 70.6 2
"1641" " Fiesta" 2018 9290 "Manual" 26907 "Petrol" 145 64.2 1.1
"1642" " Focus" 2018 13140 "Manual" 12583 "Diesel" 145 74.3 1.5
"1643" " Fiesta" 2018 11240 "Manual" 15669 "Petrol" 145 65.7 1
"1646" " S-MAX" 2019 20510 "Manual" 8184 "Diesel" 145 56.5 2
"1647" " Ka+" 2018 8280 "Manual" 5344 "Petrol" 145 57.7 1.2
"1649" " EcoSport" 2018 12910 "Manual" 14163 "Petrol" 145 53.3 1
"1651" " Focus" 2018 16991 "Manual" 7223 "Petrol" 145 60.1 1
"1653" " Focus" 2019 17991 "Manual" 4976 "Petrol" 150 60.1 1
"1654" " Fiesta" 2018 8491 "Manual" 18000 "Petrol" 150 64.2 1.1
"1655" " EcoSport" 2018 12710 "Manual" 9467 "Petrol" 145 54.3 1
"1658" " Focus" 2019 14450 "Manual" 7952 "Petrol" 145 58.9 1
"1659" " Fiesta" 2019 13190 "Manual" 8336 "Petrol" 145 56.5 1
"1660" " Focus" 2019 14240 "Manual" 7429 "Petrol" 145 60.1 1
"1661" " Focus" 2019 15580 "Manual" 16052 "Diesel" 145 74.3 1.5
"1662" " Fiesta" 2019 13490 "Manual" 2230 "Petrol" 145 58.9 1
"1663" " Fiesta" 2018 11991 "Manual" 25515 "Petrol" 145 62.8 1
"1672" " Focus" 2018 10500 "Manual" 28879 "Petrol" 145 60.1 1
"1673" " EcoSport" 2018 13470 "Manual" 22793 "Petrol" 145 54.3 1
"1676" " EcoSport" 2018 13080 "Manual" 17946 "Petrol" 145 54.3 1
"1681" " EcoSport" 2019 15500 "Manual" 1190 "Petrol" 145 52.3 1
"1684" " Fiesta" 2018 8991 "Manual" 30500 "Diesel" 145 88.3 1.5
"1686" " Focus" 2018 11491 "Manual" 36461 "Diesel" 145 74.3 1.5
"1688" " EcoSport" 2018 12991 "Manual" 13125 "Diesel" 150 68.9 1.5
"1690" " Ka+" 2018 7991 "Manual" 13000 "Petrol" 150 57.7 1.2
"1704" " EcoSport" 2018 15163 "Semi-Auto" 16320 "Petrol" 145 48.7 1
"1705" " Fiesta" 2018 9129 "Manual" 14562 "Petrol" 145 64.2 1.1
"1706" " Ka+" 2018 7506 "Manual" 18000 "Petrol" 145 57.7 1.2
"1707" " Fiesta" 2018 12500 "Manual" 13773 "Petrol" 145 62.8 1
"1710" " Focus" 2018 11618 "Manual" 10000 "Petrol" 145 61.4 1
"1711" " Fiesta" 2018 10656 "Manual" 6144 "Petrol" 145 65.7 1
"1722" " Fiesta" 2018 12589 "Manual" 5418 "Petrol" 145 58.9 1
"1723" " Focus" 2018 18838 "Manual" 13339 "Diesel" 145 67.3 2
"1725" " Tourneo Custom" 2018 22995 "Manual" 20874 "Diesel" 145 44.1 2
"1728" " Kuga" 2019 18300 "Manual" 11963 "Diesel" 145 54.3 1.5
"1732" " C-MAX" 2019 13998 "Manual" 4087 "Petrol" 145 50.4 1
"1734" " Fiesta" 2019 13998 "Manual" 13702 "Petrol" 145 58.9 1
"1736" " Grand Tourneo Connect" 2019 17998 "Manual" 1144 "Diesel" 145 61.4 1.5
"1739" " Focus" 2018 13498 "Manual" 15123 "Diesel" 145 74.3 1.5
